"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"4133","4/11/1999","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1587_ALHU"
"4134","6/7/2014","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","6133_ALHU"
"4135","6/18/2014","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5056_ANHU"
"4136","2/24/2015","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","5189_ANHU"
"4137","1/14/2013","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","4593_ANHU"
"4138","6/26/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","331_ANHU"
"4139","7/27/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2316_ANHU"
"4140","10/16/2015","Died","malibu","No","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","6533_ANHU"
"4141","9/7/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3369_ANHU"
"4142","5/5/2001","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2037_ANHU"
"4143","5/7/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","5309_ALHU"
"4144","2/11/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4875_ANHU"
